gsm,field,raw_value,reason
GSM3641074,age,18,number_without_unit
GSM3641075,age,18,number_without_unit
GSM3641076,age,18,number_without_unit
GSM3641077,age,18,number_without_unit
GSM3641078,age,18,number_without_unit
GSM3641079,age,18,number_without_unit
GSM3641080,age,18,number_without_unit
GSM3641081,age,18,number_without_unit
GSM3641082,age,18,number_without_unit
GSM3641083,age,18,number_without_unit
GSM3641084,age,18,number_without_unit
GSM3641085,age,18,number_without_unit
GSM3641086,age,18,number_without_unit
GSM3641087,age,18,number_without_unit
GSM3641088,age,18,number_without_unit
GSM3641089,age,18,number_without_unit
GSM3641090,age,18,number_without_unit
GSM3641091,age,18,number_without_unit
GSM3641092,age,18,number_without_unit
GSM3641093,age,18,number_without_unit
GSM3641094,age,18,number_without_unit
GSM3641095,age,18,number_without_unit
GSM3641096,age,18,number_without_unit
GSM3641097,age,18,number_without_unit
GSM3641098,age,18,number_without_unit
GSM3641099,age,18,number_without_unit
GSM3641100,age,18,number_without_unit
GSM3641101,age,18,number_without_unit
GSM3641102,age,18,number_without_unit
GSM3641103,age,18,number_without_unit
GSM3641104,age,18,number_without_unit
GSM3641105,age,18,number_without_unit
GSM3641106,age,18,number_without_unit
GSM3641107,age,18,number_without_unit
GSM3641108,age,18,number_without_unit
GSM3641109,age,18,number_without_unit
GSM3641110,age,18,number_without_unit
GSM3641111,age,18,number_without_unit
GSM3641112,age,18,number_without_unit
GSM3641113,age,18,number_without_unit
GSM3641114,age,18,number_without_unit
GSM3641115,age,18,number_without_unit
GSM3641116,age,18,number_without_unit
GSM3641117,age,18,number_without_unit
GSM3641118,age,18,number_without_unit
GSM3641119,age,18,number_without_unit
GSM3641120,age,18,number_without_unit
GSM3641121,age,18,number_without_unit
GSM3641122,age,18,number_without_unit
GSM3641123,age,18,number_without_unit
GSM3641124,age,18,number_without_unit
GSM3641125,age,18,number_without_unit
GSM3641126,age,18,number_without_unit
GSM3641127,age,18,number_without_unit
GSM3641128,age,18,number_without_unit
GSM3641129,age,18,number_without_unit
GSM3641130,age,18,number_without_unit
GSM3641131,age,18,number_without_unit
GSM3641132,age,18,number_without_unit
GSM3641133,age,18,number_without_unit
GSM3641134,age,18,number_without_unit
GSM3641135,age,18,number_without_unit
GSM3641136,age,18,number_without_unit
GSM3641137,age,18,number_without_unit
GSM3641138,age,18,number_without_unit
GSM3641139,age,18,number_without_unit
GSM3641140,age,18,number_without_unit
GSM3641141,age,18,number_without_unit
GSM3641142,age,18,number_without_unit
GSM3641143,age,18,number_without_unit
GSM3641144,age,18,number_without_unit
GSM3641145,age,18,number_without_unit
GSM3641146,age,18,number_without_unit
GSM3641147,age,18,number_without_unit
GSM3641148,age,18,number_without_unit
GSM3641149,age,18,number_without_unit
GSM3641150,age,18,number_without_unit
GSM3641151,age,18,number_without_unit
GSM3641152,age,18,number_without_unit
GSM3641153,age,18,number_without_unit
GSM3641154,age,18,number_without_unit
GSM3641155,age,18,number_without_unit
GSM3641156,age,18,number_without_unit
GSM3641157,age,18,number_without_unit
GSM3641158,age,18,number_without_unit
GSM3641159,age,18,number_without_unit
GSM3641160,age,18,number_without_unit
GSM3641161,age,18,number_without_unit
GSM3641162,age,18,number_without_unit
GSM3641163,age,18,number_without_unit
GSM3641164,age,18,number_without_unit
GSM3641165,age,18,number_without_unit
GSM3641166,age,18,number_without_unit
GSM3641167,age,18,number_without_unit
GSM3641168,age,18,number_without_unit
GSM3641169,age,18,number_without_unit
GSM3641170,age,18,number_without_unit
GSM3641171,age,18,number_without_unit
GSM3641172,age,18,number_without_unit
GSM3641173,age,18,number_without_unit
GSM3641174,age,18,number_without_unit
GSM3641175,age,18,number_without_unit
GSM3641176,age,18,number_without_unit
GSM3641177,age,18,number_without_unit
GSM3641178,age,18,number_without_unit
GSM3641179,age,18,number_without_unit
GSM3641180,age,18,number_without_unit
GSM3641181,age,18,number_without_unit
GSM3641182,age,18,number_without_unit
GSM3641183,age,18,number_without_unit
GSM3641184,age,18,number_without_unit
GSM3641185,age,18,number_without_unit
GSM3641186,age,18,number_without_unit
GSM3641187,age,18,number_without_unit
GSM3641188,age,18,number_without_unit
GSM3641189,age,18,number_without_unit
GSM3641190,age,18,number_without_unit
GSM3641191,age,18,number_without_unit
GSM3641192,age,18,number_without_unit
GSM3641193,age,18,number_without_unit
GSM3641194,age,18,number_without_unit
GSM3641195,age,18,number_without_unit
GSM3641196,age,18,number_without_unit
GSM3641197,age,18,number_without_unit
GSM3641198,age,18,number_without_unit
GSM3641199,age,18,number_without_unit
GSM3641200,age,18,number_without_unit
GSM3641201,age,18,number_without_unit
GSM3641202,age,18,number_without_unit
GSM3641203,age,18,number_without_unit
GSM3641204,age,18,number_without_unit
GSM3641205,age,18,number_without_unit
GSM3641206,age,18,number_without_unit
GSM3641207,age,18,number_without_unit
GSM3641208,age,18,number_without_unit
GSM3641209,age,18,number_without_unit
GSM3641210,age,18,number_without_unit
GSM3641211,age,18,number_without_unit
GSM3641212,age,18,number_without_unit
GSM3641213,age,18,number_without_unit
GSM3641214,age,18,number_without_unit
GSM3641215,age,18,number_without_unit
GSM3641216,age,18,number_without_unit
GSM3641217,age,18,number_without_unit
GSM3641218,age,18,number_without_unit
GSM3641219,age,18,number_without_unit
GSM3641220,age,18,number_without_unit
GSM3641221,age,18,number_without_unit
GSM3641222,age,18,number_without_unit
GSM3641223,age,18,number_without_unit
GSM3641224,age,18,number_without_unit
GSM3641225,age,18,number_without_unit
GSM3641226,age,18,number_without_unit
GSM3641227,age,18,number_without_unit
GSM3641228,age,18,number_without_unit
GSM3641229,age,18,number_without_unit
GSM3641230,age,18,number_without_unit
GSM3641231,age,18,number_without_unit
GSM3641232,age,18,number_without_unit
GSM3641233,age,18,number_without_unit
GSM3641234,age,18,number_without_unit
GSM3641235,age,18,number_without_unit
GSM3641236,age,18,number_without_unit
GSM3641237,age,18,number_without_unit
GSM3641238,age,18,number_without_unit
GSM3641239,age,18,number_without_unit
GSM3641240,age,18,number_without_unit
GSM3641241,age,18,number_without_unit
GSM3641242,age,18,number_without_unit
GSM3641243,age,18,number_without_unit
GSM3641244,age,18,number_without_unit
GSM3641245,age,18,number_without_unit
GSM3641246,age,18,number_without_unit
GSM3641247,age,18,number_without_unit
GSM3641248,age,18,number_without_unit
GSM3641249,age,18,number_without_unit
GSM3641250,age,18,number_without_unit
GSM3641251,age,18,number_without_unit
GSM3641252,age,18,number_without_unit
GSM3641253,age,18,number_without_unit
GSM3641254,age,18,number_without_unit
GSM3641255,age,18,number_without_unit
GSM3641256,age,18,number_without_unit
GSM3641257,age,18,number_without_unit
GSM3641258,age,18,number_without_unit
GSM3641259,age,18,number_without_unit
GSM3641260,age,18,number_without_unit
GSM3641261,age,18,number_without_unit
GSM3641262,age,18,number_without_unit
GSM3641263,age,18,number_without_unit
GSM3641264,age,18,number_without_unit
GSM3641265,age,18,number_without_unit
GSM3641266,age,18,number_without_unit
GSM3641267,age,18,number_without_unit
GSM3641268,age,18,number_without_unit
GSM3641269,age,18,number_without_unit
GSM3641270,age,18,number_without_unit
GSM3641271,age,18,number_without_unit
GSM3641272,age,18,number_without_unit
GSM3641273,age,18,number_without_unit
GSM3641274,age,18,number_without_unit
GSM3641275,age,18,number_without_unit
GSM3641276,age,18,number_without_unit
GSM3641277,age,18,number_without_unit
GSM3641278,age,18,number_without_unit
GSM3641279,age,18,number_without_unit
GSM3641280,age,18,number_without_unit
GSM3641281,age,18,number_without_unit
GSM3641282,age,18,number_without_unit
GSM3641283,age,18,number_without_unit
GSM3641284,age,18,number_without_unit
GSM3641285,age,18,number_without_unit
GSM3641286,age,18,number_without_unit
GSM3641287,age,18,number_without_unit
GSM3641288,age,18,number_without_unit
GSM3641289,age,18,number_without_unit
GSM3641290,age,18,number_without_unit
GSM3641291,age,18,number_without_unit
GSM3641292,age,18,number_without_unit
GSM3641293,age,18,number_without_unit
GSM3641294,age,18,number_without_unit
GSM3641295,age,18,number_without_unit
GSM3641296,age,18,number_without_unit
GSM3641297,age,18,number_without_unit
GSM3641298,age,18,number_without_unit
GSM3641299,age,18,number_without_unit
GSM3641300,age,18,number_without_unit
GSM3641301,age,18,number_without_unit
GSM3641302,age,18,number_without_unit
GSM3641303,age,18,number_without_unit
GSM3641304,age,18,number_without_unit
GSM3641305,age,18,number_without_unit
GSM3641306,age,18,number_without_unit
GSM3641307,age,18,number_without_unit
GSM3641308,age,18,number_without_unit
GSM3641309,age,18,number_without_unit
GSM3641310,age,18,number_without_unit
GSM3641311,age,18,number_without_unit
GSM3641312,age,18,number_without_unit
GSM3641313,age,18,number_without_unit
GSM3641314,age,18,number_without_unit
GSM3641315,age,18,number_without_unit
GSM3641316,age,18,number_without_unit
GSM3641317,age,18,number_without_unit
GSM3641318,age,18,number_without_unit
GSM3641319,age,18,number_without_unit
GSM3641320,age,18,number_without_unit
GSM3641321,age,18,number_without_unit
GSM3641322,age,18,number_without_unit
GSM3641323,age,18,number_without_unit
GSM3641324,age,18,number_without_unit
GSM3641325,age,18,number_without_unit
GSM3641326,age,18,number_without_unit
GSM3641327,age,18,number_without_unit
GSM3641328,age,18,number_without_unit
GSM3641329,age,18,number_without_unit
GSM3641330,age,18,number_without_unit
GSM3641331,age,18,number_without_unit
GSM3641332,age,18,number_without_unit
GSM3641333,age,18,number_without_unit
GSM3641334,age,18,number_without_unit
GSM3641335,age,18,number_without_unit
GSM3641336,age,18,number_without_unit
GSM3641337,age,18,number_without_unit
GSM3641338,age,18,number_without_unit
GSM3641339,age,18,number_without_unit
GSM3641340,age,18,number_without_unit
GSM3641341,age,18,number_without_unit
GSM3641342,age,18,number_without_unit
GSM3641343,age,18,number_without_unit
GSM3641344,age,18,number_without_unit
GSM3641345,age,18,number_without_unit
GSM3641346,age,18,number_without_unit
GSM3641347,age,18,number_without_unit
GSM3641348,age,18,number_without_unit
GSM3641349,age,18,number_without_unit
GSM3641350,age,18,number_without_unit
GSM3641351,age,18,number_without_unit
GSM3641352,age,18,number_without_unit
GSM3641353,age,18,number_without_unit
GSM3641354,age,18,number_without_unit
GSM3641355,age,18,number_without_unit
GSM3641356,age,18,number_without_unit
GSM3641357,age,18,number_without_unit
GSM3641358,age,18,number_without_unit
GSM3641359,age,18,number_without_unit
GSM3641360,age,18,number_without_unit
GSM3641361,age,18,number_without_unit
GSM3641362,age,18,number_without_unit
GSM3641363,age,18,number_without_unit
GSM3641364,age,18,number_without_unit
GSM3641365,age,18,number_without_unit
GSM3641366,age,18,number_without_unit
GSM3641367,age,18,number_without_unit
GSM3641368,age,18,number_without_unit
GSM3641369,age,18,number_without_unit
GSM3641370,age,18,number_without_unit
GSM3641371,age,18,number_without_unit
GSM3641372,age,18,number_without_unit
GSM3641373,age,18,number_without_unit
GSM3641374,age,18,number_without_unit
GSM3641375,age,18,number_without_unit
GSM3641376,age,18,number_without_unit
GSM3641377,age,18,number_without_unit
GSM3641378,age,18,number_without_unit
GSM3641379,age,18,number_without_unit
GSM3641380,age,18,number_without_unit
GSM3641381,age,18,number_without_unit
GSM3641382,age,18,number_without_unit
GSM3641383,age,18,number_without_unit
GSM3641384,age,18,number_without_unit
GSM3641385,age,18,number_without_unit
GSM3641386,age,18,number_without_unit
GSM3641387,age,18,number_without_unit
GSM3641388,age,18,number_without_unit
GSM3641389,age,18,number_without_unit
GSM3641390,age,18,number_without_unit
GSM3641391,age,18,number_without_unit
GSM3641392,age,18,number_without_unit
GSM3641393,age,18,number_without_unit
GSM3641394,age,18,number_without_unit
GSM3641395,age,18,number_without_unit
GSM3641396,age,18,number_without_unit
GSM3641397,age,18,number_without_unit
GSM3641398,age,18,number_without_unit
GSM3641399,age,18,number_without_unit
GSM3641400,age,18,number_without_unit
GSM3641401,age,18,number_without_unit
GSM3641402,age,18,number_without_unit
GSM3641403,age,18,number_without_unit
GSM3641404,age,18,number_without_unit
GSM3641405,age,18,number_without_unit
GSM3641406,age,18,number_without_unit
GSM3641407,age,18,number_without_unit
GSM3641408,age,18,number_without_unit
GSM3641409,age,18,number_without_unit
GSM3641410,age,18,number_without_unit
GSM3641411,age,18,number_without_unit
GSM3641412,age,18,number_without_unit
GSM3641413,age,18,number_without_unit
GSM3641414,age,18,number_without_unit
GSM3641415,age,18,number_without_unit
GSM3641416,age,18,number_without_unit
GSM3641417,age,18,number_without_unit
GSM3641418,age,18,number_without_unit
GSM3641419,age,18,number_without_unit
GSM3641420,age,18,number_without_unit
GSM3641421,age,18,number_without_unit
GSM3641422,age,18,number_without_unit
GSM3641423,age,18,number_without_unit
GSM3641424,age,18,number_without_unit
GSM3641425,age,18,number_without_unit
GSM3641426,age,18,number_without_unit
GSM3641427,age,18,number_without_unit
GSM3641428,age,18,number_without_unit
GSM3641429,age,18,number_without_unit
GSM3641430,age,18,number_without_unit
GSM3641431,age,18,number_without_unit
GSM3641432,age,18,number_without_unit
GSM3641433,age,18,number_without_unit
GSM3641434,age,18,number_without_unit
GSM3641435,age,18,number_without_unit
GSM3641436,age,18,number_without_unit
GSM3641437,age,18,number_without_unit
GSM3641438,age,18,number_without_unit
GSM3641439,age,18,number_without_unit
GSM3641440,age,18,number_without_unit
GSM3641441,age,18,number_without_unit
GSM3641442,age,18,number_without_unit
GSM3641443,age,18,number_without_unit
GSM3641444,age,18,number_without_unit
GSM3641445,age,18,number_without_unit
GSM3641446,age,18,number_without_unit
GSM3641447,age,18,number_without_unit
GSM3641448,age,18,number_without_unit
GSM3641449,age,18,number_without_unit
GSM3641450,age,18,number_without_unit
GSM3641451,age,18,number_without_unit
GSM3641452,age,18,number_without_unit
GSM3641453,age,18,number_without_unit
GSM3641454,age,18,number_without_unit
GSM3641455,age,18,number_without_unit
GSM3641456,age,18,number_without_unit
GSM3641457,age,18,number_without_unit
GSM3641458,age,18,number_without_unit
GSM3641459,age,18,number_without_unit
GSM3641460,age,18,number_without_unit
GSM3641461,age,18,number_without_unit
GSM3641462,age,18,number_without_unit
GSM3641463,age,18,number_without_unit
GSM3641464,age,18,number_without_unit
GSM3641465,age,18,number_without_unit
GSM3641466,age,18,number_without_unit
GSM3641467,age,18,number_without_unit
GSM3641468,age,18,number_without_unit
GSM3641469,age,18,number_without_unit
GSM3641470,age,18,number_without_unit
GSM3641471,age,18,number_without_unit
GSM3641472,age,18,number_without_unit
GSM3641473,age,18,number_without_unit
GSM3641474,age,18,number_without_unit
GSM3641475,age,18,number_without_unit
GSM3641476,age,18,number_without_unit
GSM3641477,age,18,number_without_unit
GSM3641478,age,18,number_without_unit
GSM3641479,age,18,number_without_unit
GSM3641480,age,18,number_without_unit
GSM3641481,age,18,number_without_unit
GSM3641482,age,18,number_without_unit
GSM3641483,age,18,number_without_unit
GSM3641484,age,18,number_without_unit
GSM3641485,age,18,number_without_unit
GSM3641486,age,18,number_without_unit
GSM3641487,age,18,number_without_unit
GSM3641488,age,18,number_without_unit
GSM3641489,age,18,number_without_unit
GSM3641490,age,18,number_without_unit
GSM3641491,age,18,number_without_unit
GSM3641492,age,18,number_without_unit
GSM3641493,age,18,number_without_unit
GSM3641494,age,18,number_without_unit
GSM3641495,age,18,number_without_unit
GSM3641496,age,18,number_without_unit
GSM3641497,age,18,number_without_unit
GSM3641498,age,18,number_without_unit
GSM3641499,age,18,number_without_unit
GSM3641500,age,18,number_without_unit
GSM3641501,age,18,number_without_unit
GSM3641502,age,18,number_without_unit
GSM3641503,age,18,number_without_unit
GSM3641504,age,18,number_without_unit
GSM3641505,age,18,number_without_unit
GSM3641506,age,18,number_without_unit
GSM3641507,age,18,number_without_unit
GSM3641508,age,18,number_without_unit
GSM3641509,age,18,number_without_unit
GSM3641510,age,18,number_without_unit
GSM3641511,age,18,number_without_unit
GSM3641512,age,18,number_without_unit
GSM3641513,age,18,number_without_unit
GSM3641514,age,18,number_without_unit
GSM3641515,age,18,number_without_unit
GSM3641516,age,18,number_without_unit
GSM3641517,age,18,number_without_unit
GSM3641518,age,18,number_without_unit
GSM3641519,age,18,number_without_unit
GSM3641520,age,18,number_without_unit
GSM3641521,age,18,number_without_unit
GSM3641522,age,18,number_without_unit
GSM3641523,age,18,number_without_unit
GSM3641524,age,18,number_without_unit
GSM3641525,age,18,number_without_unit
GSM3641526,age,18,number_without_unit
GSM3641527,age,18,number_without_unit
GSM3641528,age,18,number_without_unit
GSM3641529,age,18,number_without_unit
GSM3641530,age,18,number_without_unit
GSM3641531,age,18,number_without_unit
GSM3641532,age,18,number_without_unit
GSM3641533,age,18,number_without_unit
GSM3641534,age,18,number_without_unit
GSM3641535,age,18,number_without_unit
GSM3641536,age,18,number_without_unit
GSM3641537,age,18,number_without_unit
GSM3641538,age,18,number_without_unit
GSM3641539,age,18,number_without_unit
GSM3641540,age,18,number_without_unit
GSM3641541,age,18,number_without_unit
GSM3641542,age,18,number_without_unit
GSM3641543,age,18,number_without_unit
GSM3641544,age,18,number_without_unit
GSM3641545,age,18,number_without_unit
GSM3641546,age,18,number_without_unit
GSM3641547,age,18,number_without_unit
GSM3641548,age,18,number_without_unit
GSM3641549,age,18,number_without_unit
GSM3641550,age,18,number_without_unit
GSM3641551,age,18,number_without_unit
GSM3641552,age,18,number_without_unit
GSM3641553,age,18,number_without_unit
GSM3641554,age,18,number_without_unit
GSM3641555,age,18,number_without_unit
GSM3641556,age,18,number_without_unit
GSM3641557,age,18,number_without_unit
GSM3641558,age,18,number_without_unit
GSM3641559,age,18,number_without_unit
GSM3641560,age,18,number_without_unit
GSM3641561,age,18,number_without_unit
GSM3641562,age,18,number_without_unit
GSM3641563,age,18,number_without_unit
GSM3641564,age,18,number_without_unit
GSM3641565,age,18,number_without_unit
GSM3641566,age,18,number_without_unit
GSM3641567,age,18,number_without_unit
GSM3641568,age,18,number_without_unit
GSM3641569,age,18,number_without_unit
GSM3641570,age,18,number_without_unit
GSM3641571,age,18,number_without_unit
GSM3641572,age,18,number_without_unit
GSM3641573,age,18,number_without_unit
GSM3641574,age,18,number_without_unit
GSM3641575,age,18,number_without_unit
GSM3641576,age,18,number_without_unit
GSM3641577,age,18,number_without_unit
GSM3641578,age,18,number_without_unit
GSM3641579,age,18,number_without_unit
GSM3641580,age,18,number_without_unit
GSM3641581,age,18,number_without_unit
GSM3641582,age,18,number_without_unit
GSM3641583,age,18,number_without_unit
GSM3641584,age,18,number_without_unit
GSM3641585,age,18,number_without_unit
GSM3641586,age,18,number_without_unit
GSM3641587,age,18,number_without_unit
GSM3641588,age,18,number_without_unit
GSM3641589,age,18,number_without_unit
GSM3641590,age,18,number_without_unit
GSM3641591,age,18,number_without_unit
GSM3641592,age,18,number_without_unit
GSM3641593,age,18,number_without_unit
GSM3641594,age,18,number_without_unit
GSM3641595,age,18,number_without_unit
GSM3641596,age,18,number_without_unit
GSM3641597,age,18,number_without_unit
GSM3641598,age,18,number_without_unit
GSM3641599,age,18,number_without_unit
GSM3641600,age,18,number_without_unit
GSM3641601,age,18,number_without_unit
GSM3641602,age,18,number_without_unit
GSM3641603,age,18,number_without_unit
GSM3641604,age,18,number_without_unit
GSM3641605,age,18,number_without_unit
GSM3641606,age,18,number_without_unit
GSM3641607,age,18,number_without_unit
GSM3641608,age,18,number_without_unit
GSM3641609,age,18,number_without_unit
GSM3641610,age,18,number_without_unit
GSM3641611,age,18,number_without_unit
GSM3641612,age,18,number_without_unit
GSM3641613,age,18,number_without_unit
GSM3641614,age,18,number_without_unit
GSM3641615,age,18,number_without_unit
GSM3641616,age,18,number_without_unit
GSM3641617,age,18,number_without_unit
GSM3641618,age,18,number_without_unit
GSM3641619,age,18,number_without_unit
GSM3641620,age,18,number_without_unit
GSM3641621,age,18,number_without_unit
GSM3641622,age,18,number_without_unit
GSM3641623,age,18,number_without_unit
GSM3641624,age,18,number_without_unit
GSM3641625,age,18,number_without_unit
GSM3641626,age,18,number_without_unit
GSM3641627,age,18,number_without_unit
GSM3641628,age,18,number_without_unit
GSM3641629,age,18,number_without_unit
GSM3641630,age,18,number_without_unit
GSM3641631,age,18,number_without_unit
GSM3641632,age,18,number_without_unit
GSM3641633,age,18,number_without_unit
GSM3641634,age,18,number_without_unit
GSM3641635,age,18,number_without_unit
GSM3641636,age,18,number_without_unit
GSM3641637,age,18,number_without_unit
GSM3641638,age,18,number_without_unit
GSM3641639,age,18,number_without_unit
GSM3641640,age,18,number_without_unit
GSM3641641,age,18,number_without_unit
GSM3641642,age,18,number_without_unit
GSM3641643,age,18,number_without_unit
GSM3641644,age,18,number_without_unit
GSM3641645,age,18,number_without_unit
GSM3641646,age,18,number_without_unit
GSM3641647,age,18,number_without_unit
GSM3641648,age,18,number_without_unit
GSM3641649,age,18,number_without_unit
GSM3641650,age,18,number_without_unit
GSM3641651,age,18,number_without_unit
GSM3641652,age,18,number_without_unit
GSM3641653,age,18,number_without_unit
GSM3641654,age,18,number_without_unit
GSM3641655,age,18,number_without_unit
GSM3641656,age,18,number_without_unit
GSM3641657,age,18,number_without_unit
GSM3641658,age,18,number_without_unit
GSM3641659,age,18,number_without_unit
GSM3641660,age,18,number_without_unit
GSM3641661,age,18,number_without_unit
GSM3641662,age,18,number_without_unit
GSM3641663,age,18,number_without_unit
GSM3641664,age,18,number_without_unit
GSM3641665,age,18,number_without_unit
GSM3641666,age,18,number_without_unit
GSM3641667,age,18,number_without_unit
GSM3641668,age,18,number_without_unit
GSM3641669,age,18,number_without_unit
GSM3641670,age,18,number_without_unit
GSM3641671,age,18,number_without_unit
GSM3641672,age,18,number_without_unit
GSM3641673,age,18,number_without_unit
GSM3641674,age,18,number_without_unit
GSM3641675,age,18,number_without_unit
GSM3641676,age,18,number_without_unit
GSM3641677,age,18,number_without_unit
GSM3641678,age,18,number_without_unit
GSM3641679,age,18,number_without_unit
GSM3641680,age,18,number_without_unit
GSM3641681,age,18,number_without_unit
GSM3641682,age,18,number_without_unit
GSM3641683,age,18,number_without_unit
GSM3641684,age,18,number_without_unit
GSM3641685,age,18,number_without_unit
GSM3641686,age,18,number_without_unit
GSM3641687,age,18,number_without_unit
GSM3641688,age,18,number_without_unit
GSM3641689,age,18,number_without_unit
GSM3641690,age,18,number_without_unit
GSM3641691,age,18,number_without_unit
GSM3641692,age,18,number_without_unit
GSM3641693,age,18,number_without_unit
GSM3641694,age,18,number_without_unit
GSM3641695,age,18,number_without_unit
GSM3641696,age,18,number_without_unit
GSM3641697,age,18,number_without_unit
GSM3641698,age,18,number_without_unit
GSM3641699,age,18,number_without_unit
GSM3641700,age,18,number_without_unit
GSM3641701,age,18,number_without_unit
GSM3641702,age,18,number_without_unit
GSM3641703,age,18,number_without_unit
GSM3641704,age,18,number_without_unit
GSM3641705,age,18,number_without_unit
GSM3641706,age,18,number_without_unit
GSM3641707,age,18,number_without_unit
GSM3641708,age,18,number_without_unit
GSM3641709,age,18,number_without_unit
GSM3641710,age,18,number_without_unit
GSM3641711,age,18,number_without_unit
GSM3641712,age,18,number_without_unit
GSM3641713,age,18,number_without_unit
GSM3641714,age,18,number_without_unit
GSM3641715,age,18,number_without_unit
GSM3641716,age,18,number_without_unit
GSM3641717,age,18,number_without_unit
GSM3641718,age,18,number_without_unit
GSM3641719,age,18,number_without_unit
GSM3641720,age,18,number_without_unit
GSM3641721,age,18,number_without_unit
GSM3641722,age,18,number_without_unit
GSM3641723,age,18,number_without_unit
GSM3641724,age,18,number_without_unit
GSM3641725,age,18,number_without_unit
GSM3641726,age,18,number_without_unit
GSM3641727,age,18,number_without_unit
GSM3641728,age,18,number_without_unit
GSM3641729,age,18,number_without_unit
GSM3641730,age,18,number_without_unit
GSM3641731,age,18,number_without_unit
GSM3641732,age,18,number_without_unit
GSM3641733,age,18,number_without_unit
GSM3641734,age,18,number_without_unit
GSM3641735,age,18,number_without_unit
GSM3641736,age,18,number_without_unit
GSM3641737,age,18,number_without_unit
GSM3641738,age,18,number_without_unit
GSM3641739,age,18,number_without_unit
GSM3641740,age,18,number_without_unit
GSM3641741,age,18,number_without_unit
GSM3641742,age,18,number_without_unit
GSM3641743,age,18,number_without_unit
GSM3641744,age,18,number_without_unit
GSM3641745,age,18,number_without_unit
GSM3641746,age,18,number_without_unit
GSM3641747,age,18,number_without_unit
GSM3641748,age,18,number_without_unit
GSM3641749,age,18,number_without_unit
GSM3641750,age,18,number_without_unit
GSM3641751,age,18,number_without_unit
GSM3641752,age,18,number_without_unit
GSM3641753,age,18,number_without_unit
GSM3641754,age,18,number_without_unit
GSM3641755,age,18,number_without_unit
GSM3641756,age,18,number_without_unit
GSM3641757,age,18,number_without_unit
GSM3641758,age,18,number_without_unit
GSM3641759,age,18,number_without_unit
GSM3641760,age,18,number_without_unit
GSM3641761,age,18,number_without_unit
GSM3641762,age,18,number_without_unit
GSM3641763,age,18,number_without_unit
GSM3641764,age,18,number_without_unit
GSM3641765,age,18,number_without_unit
GSM3641766,age,18,number_without_unit
GSM3641767,age,18,number_without_unit
GSM3641768,age,18,number_without_unit
GSM3641769,age,18,number_without_unit
GSM3641770,age,18,number_without_unit
GSM3641771,age,18,number_without_unit
GSM3641772,age,18,number_without_unit
GSM3641773,age,18,number_without_unit
GSM3641774,age,18,number_without_unit
GSM3641775,age,18,number_without_unit
GSM3641776,age,18,number_without_unit
GSM3641777,age,18,number_without_unit
GSM3641778,age,18,number_without_unit
GSM3641779,age,18,number_without_unit
GSM3641780,age,18,number_without_unit
GSM3641781,age,18,number_without_unit
GSM3641782,age,18,number_without_unit
GSM3641783,age,18,number_without_unit
GSM3641784,age,18,number_without_unit
GSM3641785,age,18,number_without_unit
GSM3641786,age,18,number_without_unit
GSM3641787,age,18,number_without_unit
GSM3641788,age,18,number_without_unit
GSM3641789,age,18,number_without_unit
GSM3641790,age,18,number_without_unit
GSM3641791,age,18,number_without_unit
GSM3641792,age,18,number_without_unit
GSM3641793,age,18,number_without_unit
GSM3641794,age,18,number_without_unit
GSM3641795,age,18,number_without_unit
GSM3641796,age,18,number_without_unit
GSM3641797,age,18,number_without_unit
GSM3641798,age,18,number_without_unit
GSM3641799,age,18,number_without_unit
GSM3641800,age,18,number_without_unit
GSM3641801,age,18,number_without_unit
GSM3641802,age,18,number_without_unit
GSM3641803,age,18,number_without_unit
GSM3641804,age,18,number_without_unit
GSM3641805,age,18,number_without_unit
GSM3641806,age,18,number_without_unit
GSM3641807,age,18,number_without_unit
GSM3641808,age,18,number_without_unit
GSM3641809,age,18,number_without_unit
GSM3641810,age,18,number_without_unit
GSM3641811,age,18,number_without_unit
GSM3641812,age,18,number_without_unit
GSM3641813,age,18,number_without_unit
GSM3641814,age,18,number_without_unit
GSM3641815,age,18,number_without_unit
GSM3641816,age,18,number_without_unit
GSM3641817,age,18,number_without_unit
GSM3641818,age,18,number_without_unit
GSM3641819,age,18,number_without_unit
GSM3641820,age,18,number_without_unit
GSM3641821,age,18,number_without_unit
GSM3641822,age,18,number_without_unit
GSM3641823,age,18,number_without_unit
GSM3641824,age,18,number_without_unit
GSM3641825,age,18,number_without_unit
GSM3641826,age,18,number_without_unit
GSM3641827,age,18,number_without_unit
GSM3641828,age,18,number_without_unit
GSM3641829,age,18,number_without_unit
GSM3641830,age,18,number_without_unit
GSM3641831,age,18,number_without_unit
GSM3641832,age,18,number_without_unit
GSM3641833,age,18,number_without_unit
GSM3641834,age,18,number_without_unit
GSM3641835,age,18,number_without_unit
GSM3641836,age,18,number_without_unit
GSM3641837,age,18,number_without_unit
GSM3641838,age,18,number_without_unit
GSM3641839,age,18,number_without_unit
GSM3641840,age,18,number_without_unit
GSM3641841,age,18,number_without_unit
GSM3641842,age,18,number_without_unit
GSM3641843,age,18,number_without_unit
GSM3641844,age,18,number_without_unit
GSM3641845,age,18,number_without_unit
GSM3641846,age,18,number_without_unit
GSM3641847,age,18,number_without_unit
GSM3641848,age,18,number_without_unit
GSM3641849,age,18,number_without_unit
GSM3641850,age,18,number_without_unit
