gsm,title,source_name,organism,molecule,library_strategy,library_source,is_expression,age_raw,age_value,age_unit,age_months,age_stage,age_group,age_rule,age_source,age_flags,sex_raw,sex,sex_rule,sex_source,tissue_raw,tissue,tissue_ontology,cell_type_raw,cell_type,cell_type_ontology,cell_line,sample_type,strain_raw,strain,genotype_raw,genotype_is_control,treatment_raw,treatment_is_control,treatment_source,is_pooled,is_cell_level,series_ids
GSM3647678,K12MC.1G10,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647679,K12MC.1G11,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647680,K12MC.1G12,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647681,K12MC.1G2,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647682,K12MC.1G3,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647683,K12MC.1G4,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647684,K12MC.1G5,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647685,K12MC.1G6,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647686,K12MC.1G7,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647687,K12MC.1G8,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647688,K12MC.1G9,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647689,K12MC.1H1,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647690,K12MC.1H10,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647691,K12MC.1H11,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647692,K12MC.1H12,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647693,K12MC.1H2,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647694,K12MC.1H3,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647695,K12MC.1H4,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647696,K12MC.1H5,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647697,K12MC.1H6,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647698,K12MC.1H7,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647699,K12MC.1H8,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647700,K12MC.1H9,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647701,K12MC.2A1,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647702,K12MC.2A10,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647703,K12MC.2A11,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647704,K12MC.2A12,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647705,K12MC.2A2,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647706,K12MC.2A3,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647707,K12MC.2A4,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647708,K12MC.2A5,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647709,K12MC.2A6,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647710,K12MC.2A7,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647711,K12MC.2A8,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647712,K12MC.2A9,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647713,K12MC.2B1,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647714,K12MC.2B10,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647715,K12MC.2B11,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647716,K12MC.2B12,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647717,K12MC.2B2,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647718,K12MC.2B3,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647719,K12MC.2B4,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647720,K12MC.2B5,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647721,K12MC.2B6,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647722,K12MC.2B7,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647723,K12MC.2B8,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647724,K12MC.2B9,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647725,K12MC.2C1,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647726,K12MC.2C10,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647727,K12MC.2C11,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647728,K12MC.2C12,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647729,K12MC.2C2,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647730,K12MC.2C3,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647731,K12MC.2C4,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647732,K12MC.2C5,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647733,K12MC.2C6,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647734,K12MC.2C7,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647735,K12MC.2C8,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647736,K12MC.2C9,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647737,K12MC.2D1,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647738,K12MC.2D10,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647739,K12MC.2D11,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647740,K12MC.2D12,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647741,K12MC.2D2,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647742,K12MC.2D3,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647743,K12MC.2D4,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647744,K12MC.2D5,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647745,K12MC.2D6,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647746,K12MC.2D7,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647747,K12MC.2D8,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647748,K12MC.2D9,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647749,K12MC.2E1,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647750,K12MC.2E10,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647751,K12MC.2E11,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647752,K12MC.2E12,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647753,K12MC.2E2,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647754,K12MC.2E3,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647755,K12MC.2E4,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647756,K12MC.2E5,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647757,K12MC.2E6,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647758,K12MC.2E7,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647759,K12MC.2E8,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647760,K12MC.2E9,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647761,K12MC.2F1,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647762,K12MC.2F10,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647763,K12MC.2F11,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647764,K12MC.2F12,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647765,K12MC.2F2,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647766,K12MC.2F3,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647767,K12MC.2F4,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647768,K12MC.2F5,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
GSM3647769,K12MC.2F6,Cortex,Mus musculus,polyA RNA,RNA-Seq,transcriptomic,True,12,12.0,,,,,number_without_unit,field,unit_missing,Male,male,explicit_token,field,,cerebral cortex,UBERON:0000956,,,,,tissue,,,APP_NL-F-G,False,,,,False,True,GSE127892;GSE127893
