gsm,title,source_name,organism,molecule,library_strategy,library_source,is_expression,age_raw,age_value,age_unit,age_months,age_stage,age_group,age_rule,age_source,age_flags,sex_raw,sex,sex_rule,sex_source,tissue_raw,tissue,tissue_ontology,cell_type_raw,cell_type,cell_type_ontology,cell_line,sample_type,strain_raw,strain,genotype_raw,genotype_is_control,treatment_raw,treatment_is_control,treatment_source,is_pooled,is_cell_level,series_ids
GSM2939660,Library 7021,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"P3C, 0.001 ug/ul",False,field,False,False,GSE109329
GSM2939661,Library 7023,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CCL7, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939662,Library 7024,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CCL7, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939663,Library 7025,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + norepinephrine, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939664,Library 7026,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + norepinephrine, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939665,Library 7027,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + norepinephrine, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939666,Library 7028,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + norepinephrine, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939667,Library 7029,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + ATP, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939668,Library 7030,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + ATP, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939669,Library 7033,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"nicotine, 1000 uM",False,field,False,False,GSE109329
GSM2939670,Library 7034,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"nicotine, 1000 uM",False,field,False,False,GSE109329
GSM2939671,Library 7035,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"nicotine, 1000 uM",False,field,False,False,GSE109329
GSM2939672,Library 7036,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"nicotine, 1000 uM",False,field,False,False,GSE109329
GSM2939673,Library 7038,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CCL7, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939674,Library 7039,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CCL2, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939675,Library 7040,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CCL2, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939676,Library 7041,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CCL2, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939677,Library 7042,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CCL2, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939678,Library 7044,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"None, 0 ug/ul",False,field,False,False,GSE109329
GSM2939679,Library 7045,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"None, 0 ug/ul",False,field,False,False,GSE109329
GSM2939680,Library 7046,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"None, 0 ug/ul",False,field,False,False,GSE109329
GSM2939681,Library 7047,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"None, 0 ug/ul",False,field,False,False,GSE109329
GSM2939682,Library 7048,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939683,Library 7049,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939684,Library 7050,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"HDL, 2 ug/ul",False,field,False,False,GSE109329
GSM2939685,Library 7051,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"HDL, 2 ug/ul",False,field,False,False,GSE109329
GSM2939686,Library 7052,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IC, 0.2 ug/ul",False,field,False,False,GSE109329
GSM2939687,Library 7054,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IC, 0.2 ug/ul",False,field,False,False,GSE109329
GSM2939688,Library 7055,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IC, 0.2 ug/ul",False,field,False,False,GSE109329
GSM2939689,Library 7056,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CCL7, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939690,Library 7058,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IFNb, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939691,Library 7059,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IFNb, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939692,Library 7060,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IFNb, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939693,Library 7061,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IFNb, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939694,Library 7062,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + ATP, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939695,Library 7063,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + ATP, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939696,Library 7064,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + nicotine, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939697,Library 7065,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + nicotine, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939698,Library 7066,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + nicotine, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939699,Library 7067,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi + nicotine, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939700,Library 7069,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939701,Library 7070,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"None, 0 ug/ul",False,field,False,False,GSE109329
GSM2939702,Library 7071,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"None, 0 ug/ul",False,field,False,False,GSE109329
GSM2939703,Library 7072,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"None, 0 ug/ul",False,field,False,False,GSE109329
GSM2939704,Library 7091,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IL10, 0.00005 ug/ul",False,field,False,False,GSE109329
GSM2939705,Library 7097,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"OA, 150 uM",False,field,False,False,GSE109329
GSM2939706,Library 7110,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CRH, 10 nM",False,field,False,False,GSE109329
GSM2939707,Library 7111,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CRH, 10 nM",False,field,False,False,GSE109329
GSM2939708,Library 7112,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"CRH, 10 nM",False,field,False,False,GSE109329
GSM2939709,Library 7113,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"HDL, 2 ug/ul",False,field,False,False,GSE109329
GSM2939710,Library 7114,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"HDL, 2 ug/ul",False,field,False,False,GSE109329
GSM2939711,Library 7115,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"None, 0 ug/ul",False,field,False,False,GSE109329
GSM2939712,Library 7116,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"None, 0 ug/ul",False,field,False,False,GSE109329
GSM2939713,Library 7117,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"None, 0 ug/ul",False,field,False,False,GSE109329
GSM2939714,Library 7119,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939715,Library 7138,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_hi, 0.0001 ug/ul",False,field,False,False,GSE109329
GSM2939716,Library 7144,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IL13, 0.00005 ug/ul",False,field,False,False,GSE109329
GSM2939717,Library 7150,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LiA, 150 uM",False,field,False,False,GSE109329
GSM2939718,Library 7156,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"GMCSF, 0.000005 ug/ul",False,field,False,False,GSE109329
GSM2939719,Library 7157,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"HDL, 2 ug/ul",False,field,False,False,GSE109329
GSM2939720,Library 7158,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"HDL, 2 ug/ul",False,field,False,False,GSE109329
GSM2939721,Library 7159,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IFNa, 0.0008 ug/ul",False,field,False,False,GSE109329
GSM2939722,Library 7160,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IFNa, 0.0008 ug/ul",False,field,False,False,GSE109329
GSM2939723,Library 7161,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IFNa, 0.0008 ug/ul",False,field,False,False,GSE109329
GSM2939724,Library 7170,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939725,Library 7171,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939726,Library 7172,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939727,Library 7173,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + IC, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939728,Library 7174,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + IC, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939729,Library 7176,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + estradiol, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939730,Library 7177,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + estradiol, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939731,Library 7178,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + estradiol, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939732,Library 7179,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + TGFb, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939733,Library 7180,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + TGFb, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939734,Library 7182,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"TNFa + IFNg, 0.000004 ug/ul",False,field,False,False,GSE109329
GSM2939735,Library 7183,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"TNFa + IFNg, 0.000004 ug/ul",False,field,False,False,GSE109329
GSM2939736,Library 7184,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"TNFa + IFNg, 0.000004 ug/ul",False,field,False,False,GSE109329
GSM2939737,Library 7185,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"TNFa + P3C, 0.000004 ug/ul",False,field,False,False,GSE109329
GSM2939738,Library 7186,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"TNFa + P3C, 0.000004 ug/ul",False,field,False,False,GSE109329
GSM2939739,Library 7188,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"P3C + PGE2, 0.001 ug/ul",False,field,False,False,GSE109329
GSM2939740,Library 7189,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"P3C + PGE2, 0.001 ug/ul",False,field,False,False,GSE109329
GSM2939741,Library 7190,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"P3C + PGE2, 0.001 ug/ul",False,field,False,False,GSE109329
GSM2939742,Library 7191,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"TNFa + P3C + PGE2, 0.000004 ug/ul",False,field,False,False,GSE109329
GSM2939743,Library 7194,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IC, 0.2 ug/ul",False,field,False,False,GSE109329
GSM2939744,Library 7195,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IC, 0.2 ug/ul",False,field,False,False,GSE109329
GSM2939745,Library 7196,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"IC, 0.2 ug/ul",False,field,False,False,GSE109329
GSM2939746,Library 7198,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"TNFa, 0.000004 ug/ul",False,field,False,False,GSE109329
GSM2939747,Library 7200,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"estradiol, 1 nM",False,field,False,False,GSE109329
GSM2939748,Library 7201,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"estradiol, 1 nM",False,field,False,False,GSE109329
GSM2939749,Library 7202,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"estradiol, 1 nM",False,field,False,False,GSE109329
GSM2939750,Library 7204,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"P3C, 0.001 ug/ul",False,field,False,False,GSE109329
GSM2939751,Library 7216,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + IC, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939752,Library 7217,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + IC, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939753,Library 7218,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + eotaxin, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939754,Library 7219,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + eotaxin, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939755,Library 7220,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + eotaxin, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939756,Library 7222,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + TGFb, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939757,Library 7223,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + TGFb, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939758,Library 7224,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + IFNg, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939759,Library 7225,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + IFNg, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939760,Library 7226,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"LPS_lo + IFNg, 0.00001 ug/ul",False,field,False,False,GSE109329
GSM2939761,Library 7228,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"TNFa + P3C, 0.000004 ug/ul",False,field,False,False,GSE109329
GSM2939762,Library 7229,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"TNFa + P3C, 0.000004 ug/ul",False,field,False,False,GSE109329
GSM2939763,Library 7230,"microglia, in vitro",Mus musculus,total RNA,RNA-Seq,transcriptomic,True,,,,,,,,,,,,,,,,,"microglia, in vitro",microglia,CL:0000129,,primary culture,,,,,"TNFa + PGE2, 0.000004 ug/ul",False,field,False,False,GSE109329
